8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44818	0.251553	-1.99576e-011	1.09554e-011	8.44818	0.251553	8.45	0.25	-3.00027	0
-5.65099e+006	-176540	-0.0052629	-0.00032886	8.56759	0.241943	8.45	0.25	0	0
8.45582	0.253997	0.00843947	5.63404e-005	8.45582	0.253997	8.45	0.25	0	0
-1944.38	292519	-1.85677	-0.21056	8.42544	0.254042	8.35	0.25	-1.81979	0
8.23962	0.24916	1.85677	0.209929	8.23962	0.24916	8.25	0.25	-1.81978	0
-1.92052e+009	1.69865e+010	-4.33467	4.41901	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.84073	0.159859	6.93522	-27.4202	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
1.60952e+011	4.07099e+010	-241.364	-57.7088	7.61269	0.155818	7.7	0.15	-2.99982	0
7.54016	0.15963	23.4194	2.58001	7.54016	0.159641	7.55	0.15	-2.99982	0
-2.3572e+010	2.13969e+011	-36.7741	316.479	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.34261	0.0345459	68.6926	-606.211	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
2.27648e+012	2.57959e+011	3080.4	351.868	7.20598	0.00492725	7.2	9.49949e-007	-2.72851	-0.909507
7.05371	-0.0533447	-6162.95	-701.166	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.36704e+012	-5.59653e+013	2496.67	-21928.7	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.84961	-0.265625	-11118.2	97710.8	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
-3.54052e+014	-4.02865e+013	-479510	-54564	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.625	-0.46875	958993	109123	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
-9.80802e+014	8.61948e+015	-1.32809e+006	1.16715e+007	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.5	0	2.65618e+006	-2.33431e+007	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
8.18573e+016	9.31449e+015	1.10842e+008	1.26127e+007	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
0	8	-2.21684e+008	-2.52253e+007	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
2.2318e+017	-1.96134e+018	3.02208e+008	-2.65585e+009	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
0	1024	-6.04371e+008	5.31131e+009	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
-1.77818e+019	-2.02339e+018	-2.40782e+010	-2.73984e+009	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
0	0	4.59986e+010	5.23415e+009	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
-3.26887e+019	2.87273e+020	-4.42633e+010	3.88993e+011	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
-16384	131072	2.50144e+010	-2.1983e+011	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
7.10455e+019	8.08423e+018	9.62018e+010	1.09468e+010	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
0	-4096	-2.11484e+010	-2.40647e+009	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
1.90564e+019	-1.67471e+020	2.5804e+010	-2.2677e+011	6.32593	-2.40018	6.35	-2.4	0	-2.72613
8192	-65536	-3.05323e+010	2.68323e+011	6.34927	-2.55175	6.35	-2.55	0	-2.72611
-5.80469e+019	-6.60512e+018	-7.86005e+010	-8.94392e+009	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
-32768	0	1.67703e+010	1.90828e+009	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
-1.53603e+019	1.34989e+020	-2.07992e+010	1.82786e+011	6.46536	-3.00452	6.45	-3	0	-2.99754
-8192	65536	2.87524e+010	-2.52681e+011	6.44119	-3.14955	6.45	-3.15	0	-2.99754
5.90404e+019	6.71818e+018	7.99459e+010	9.097e+009	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
32768	8192	-1.71925e+010	-1.95633e+009	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
1.55399e+019	-1.36567e+020	2.10423e+010	-1.84923e+011	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
0	0	-2.86607e+010	2.51875e+011	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
-5.77271e+019	-6.56874e+018	-7.81676e+010	-8.89465e+009	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
-32768	4096	1.68176e+010	1.91367e+009	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
-1.50981e+019	1.32685e+020	-2.04442e+010	1.79666e+011	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
-8192	65536	2.82149e+010	-2.47957e+011	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
5.71291e+019	6.50069e+018	7.73578e+010	8.8025e+009	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
32768	0	-1.66804e+010	-1.89805e+009	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
1.48928e+019	-1.3088e+020	2.01661e+010	-1.77223e+011	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
0	0	-2.79651e+010	2.45762e+011	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
-5.64633e+019	-6.42493e+018	-7.64563e+010	-8.69992e+009	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
-32768	-8192	1.65072e+010	1.87835e+009	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
-1.46479e+019	1.28728e+020	-1.98345e+010	1.74309e+011	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
0	65536	2.7672e+010	-2.43186e+011	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
5.60572e+019	6.37873e+018	7.59064e+010	8.63735e+009	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
0	4096	-1.6414e+010	-1.86774e+009	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
1.45077e+019	-1.27496e+020	1.96448e+010	-1.72641e+011	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
0	0	-2.74965e+010	2.41644e+011	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
-5.55972e+019	-6.32637e+018	-7.52834e+010	-8.56646e+009	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
0	4096	1.62948e+010	1.85417e+009	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
-1.43586e+019	1.26186e+020	-1.94428e+010	1.70867e+011	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
0	0	2.7327e+010	-2.40154e+011	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
5.53188e+019	6.2947e+018	7.49065e+010	8.52357e+009	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
0	0	-1.62284e+010	-1.84662e+009	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
1.42542e+019	-1.25268e+020	1.93014e+010	-1.69624e+011	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
0	0	-2.7191e+010	2.38959e+011	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
-5.50044e+019	-6.25893e+018	-7.44808e+010	-8.47514e+009	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
0	0	1.61485e+010	1.83753e+009	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
-1.41394e+019	1.24259e+020	-1.91459e+010	1.68257e+011	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
0	0	2.70468e+010	-2.37691e+011	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
